FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_99,Information and Communicat(Pr),Once again Thanks to Sir Irfan Younus Sahib for giving so much knowledge.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),One of the best teachers,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),"Although, we were mainly kept focus on writing in a lab class, but still we learned a lot of new things, mainly those that can help us in our future studies.",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),You truly care about your students.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),Sir teaching way is to good.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),good,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),"Sir prepares us very well in this short duration and make us able to be updated in this modern world...
Sir teaches us about use of IT in every field....",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),-,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),Sir taught us in a good way and motivate us in every step of our study and give suggestions about every course if we have problem in any course.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),He is brilliant in ICT he has extra knowledge about IT..,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),Polite and kind with not so good sense of humor,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),teacher was cooperative.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),¿¿Sir was best Instructor.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),sir is cooperative and way of teaching is good.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communicat(Pr),"Sir irfan is a great teacher but his style of teaching lacks accuracy as often times he goes off course, he burdens the studwnts with extra assignments and vlogs",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,ict is a good subject but it is lengthy as it involves alot of topics some of them are useful and some are not please reduce our syllabus,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,¿course has knowledge about current updates.as technology is growing day by day.but there is no complete availbility of computers and inernet also doesn't work proper.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,informative,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,not strongly good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"""The ICT course provided a comprehensive foundation in technology, equipping us with practical skills crucial for today's digital landscape.""

""Expanding the course to include emerging technologies could further enrich our understanding and readiness for evolving industry demands.""",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,course was  to learn,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,better,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"The course was very difficult. 
We want Sir Umair Ayaz as programming teacher in 2nd semester .
There was internet issues during ICT class and also there was shortage of computers as compared number of students .",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,ICT course is so easy for me because I'm the student of computer field since my childhood and I have a lot of experience and knowledge in this course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,No commments,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Very informative course .,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Interesting course .,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Course was good enough but the required amount of computer are not available not some stufdents suffers during practicing and mostly computers haave issues some doesn't start some have internet issues we go and call IT staff members they do come late and thier behaviour is rude.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The course was good but i have alots of issues with the lab teachers that they are not supported and their behaviour were rude with us when ever we ask the help from the IT team they reply us very rudly. The conditions of the PC were also not good. Many of the student use their own Laptop due to the unavailability of PC's. And Most of the time their is an issue with PC. So you should counter all the issue and make the appropriate steps to resovle it.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Interesting course of our 1st semester,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,basic and better,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,he course is a bit tough as it has a lot of things that it covers which makes it more lengthy and less conceptual,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Very useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Good.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,I really liked the flexibility of this course .,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"well designed, as per the degree requirements.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,ICT course is interesting as we learn new things about technology,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"One of my favourite courses of all !! 
ICT is the heart of all Courses..",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The course is very much interesting.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,course is vary tough and long so it is boring subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The course is well defined and in understanding.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,ict course is very easy to understand and helpful in other courses,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,igin%22%3A%22PIA%22%20%22layout%22%3A%221%22%20%22refurl%22%3A%22https%3A%2F%2Fpscs.iba-suk.edu.pk%2Fpsc%2FHRCS9%2FEMPLOYEE%2FSA%22%22; PS_TOKEd,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"Course is of appropriate length, and updated syllabus.",Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,I learned alot from the course.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,course help us a lot.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Course would have been engaging if resources would have been available like computers and fast internet.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,¿the course is very easy to understand.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"Sir irfan is a dashing personality but unforutnatley he lacks skills to convey the topic to the students properly, he makes paper lengthy and gives very short time also makes a conceptual subject ratafied",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,teacher has great knowledge but he dont accepts conceptual paper .also he gives too lengthy assignments with shortage of time.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,His teaching way is not good but he has best knowledge about ICT,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,experienced,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,well but sir concept was to memorize questions which are given in last .,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"I appreciate your clear explanations and hands-on approach in teaching ICT, making complex concepts more accessible and engaging for us.""

""However, I believe incorporating more real-world examples into lessons could further enhance our practical understanding of the subject.""",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,teacher was good and humble  he taught us everything which was important in course  as He was skillful teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,sir has ingenious way of teaching,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Sir Irfan younis is  well mannered and taught us ICT in an easy way . He also provided us free environment for learning during class .,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"Sir Irfan Younus Mughal ... He is the best teacher ever because of his knowledge and the ability of reading the mind of students ... The main point is that Sir has natural power of experience you may say he can read the student's mind and eliminates the laziness and the non serious attitude form the students.
I'll rate 10/10",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,No comments,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,ICT Teacher was one of the best teachers i have ever got. i appreciate the invaluable knowledge you have you have given in our ict classes. Your ability to connect theoritical concepts with real life applications has been instrumental in enhancing my practical skills. Thank you for going above and beyond to ensure that what learn in class is directly applicable in real life scenarios. Your efforts have truly made a lasting impact .,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Supportive and motivated.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The teacher is so good. He helped us to solve real life problems he taught us how ICT is used in our life and in other course he always motivated us.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The Subject  Teacher was good and the way of teaching is also good. He made us familarize with the technology that how to handle it and he motivated us for exploring and attempting new thing.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Sir Always motivated us,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Sir is the teacher who gets his students to be modernized and skilled...,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,sir irfan is a great motivational speaker for us struggling sudents but unfortunately he lacks skills to teach or make students understand about ict,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Kind and gentle with not so good sense of humor,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,--,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,sir irfan always motivated us for using ict course in other subjects,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,sir truly care about your students.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"very supportive in terms of study, always encouraged us to study, work hard",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Sir Irfan always motivated us to work hard and learn well,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,"Teacher is very polite, having the big boxes of knowledge and many more intersting things are seen during classes. But I also wanna add another point that High % of the student ratio are not agree with the way of teaching (as i noticed, I maybe wrong).. Anyway in my point of view I am agree with sir !!",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Our ICT sir is very good at teaching he taught us in a good way and motivates us to study and give suggestion about our goals.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,sir irfan is good teacher but class is too long so we were note attantion the class.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The teacher is well mannered and taught us in good way as student can understand.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,The Teacher is cooperative and well experience in his field,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,I like the way sir Irfan Younis gives daily life examples for better understanding.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Good learning experience with our teacher,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Actullay Sir was best instructor.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,teacher was very cooperative.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,Excellent Teacher but computers were always out of date and IT department did not focused well.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Information and Communication,¿¿it is very goog to study ict under sir.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,best,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Course going well due to the Hard works and the teaching method of Sir.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Great,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,¿Good!,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,beneficial,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Perfect!!,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Great Teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,well experience,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Sir is best and also know the Subject how to teach. sir also a good mentor i always recommended. as a best teacher Masha Allah.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Nice,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Good!,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Excellence performance,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Computer Communication Network,Great Teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,The course was helpful.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,It was good to study something new and learning new things every day.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Course was good .,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,The course was very much needed in this degree/program.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Economic is our daily life use to we have to learn more about it.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Course is good but tough,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Noff,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,..,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,..,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,felt difficult,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,N/A.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,good,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Right,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,ok,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Bravo.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,¿,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,It's perfect,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,¿,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,This subject is very helpful,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,only labs issue we faced computers not working some time some time net not connected with pcs,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,There is an improvement needed in course. It should be related to our degree program and it should be more focused on Excel and other related softwares that are necessary in our program.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Should be more advanced. We are on a university level and the English course needs to be like IBA Karachi or LUMS,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Ok,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,¿,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,The teacher taught us very well. Teacher's method of teaching was suitable.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,He is great teacher and had good time with him through out the semester but he must focus on his study method to look after students knowledge about specific topic or and focus more on students capability that they are able to write in exam themselves rather student chimes every word and then write it down. Student must learn and show their ability to catch things. Not every student is good at chiming. So he should look after his grading style when students are putting their efforts as well. Thank you.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir enforced for self reading,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir mostly used his lectures to give life lessons about here and then and very less lectures of information we needed. The professor wanted us to study this course on our own and expected students to get by. I also saw his checking very unfair. Even though my answers were logically right and presenting the point asked. he gave half of the marks because i didnt use the book terminology in my opinion the teacher shouldn't be doing that at this high level of educational university.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir is very cooperative and supportive and also knows how to present the lecture to his class.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir is the best teacher and he have a lot of knowledge and teaches us very well,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Nnot,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,..,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,..,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,great teaching style,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,N/A.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,very great teacher,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Nice teacher,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,ok,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,So cooperative.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,¿¿,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
